AccID	138011N	138011T	138228N	138228T	138239N	138239T
C3orf79	0	0	0	0	0	0
LOC105376455	0	0	0	0	2	0
LOC105376456	0	0	0	0	0	0
C3orf70	0	0	0	8	1	3
SPECC1L	171	309	177	196	283	243
LOC105376451	0	0	0	0	0	0
LOC149684	0	0	1	0	2	0
TIMELESS	143	331	246	803	223	756
LOC105376453	0	0	0	0	0	0
LOC105376454	0	0	0	0	0	0
LOC105376450	0	1	0	0	0	0
LOC101927984	0	0	0	0	0	0
LOC101927989	0	0	0	1	0	0
RN7SL569P	0	0	0	0	0	0
LOC101927987	0	0	0	0	0	0
CAMSAP1	64	123	57	237	80	184
CAMSAP2	138	186	98	847	159	244
C3orf80	0	0	0	0	0	0
LOC105376488	0	0	0	1	0	0
LOC105376489	0	0	0	0	0	0
NPC1L1	269	804	134	8	348	5
C3orf84	0	0	0	0	0	0
LOC105376484	0	0	0	1	0	0
LOC105376485	1	0	0	0	0	0
LOC105376486	0	0	0	0	0	0
LOC105376480	0	0	0	0	0	0
LOC105376481	0	0	0	0	0	0
AMELX	0	0	0	0	0	0
LOC105376482	0	0	0	0	0	0
AMELY	0	0	0	0	0	0
LOC105376483	0	0	0	2	0	0
LOC101927997	0	0	0	0	0	0
RWDD4P1	0	0	0	0	0	0
RWDD4P2	0	0	0	0	0	5
PNPT1	169	329	203	239	285	170
LOC101927995	1	0	0	0	1	0
RN7SL568P	0	0	0	0	0	0
LOC101927999	2	1	0	2	2	0
LOC101927993	0	0	0	0	0	0
CAMSAP3	109	150	171	120	119	258
LOC105376477	0	0	0	0	0	0
LOC105376478	0	0	0	0	0	0
LOC105376479	0	0	0	0	0	0
LOC105376473	0	0	0	0	0	0
LOC105376474	0	0	0	0	0	0
LOC105376475	0	0	0	0	1	2
LOC105376476	0	0	0	0	0	0
DNAJC3-AS1	0	0	0	0	0	0
LOC105376470	0	0	0	0	0	0
LOC105376471	0	0	0	0	0	0
LOC105376472	0	0	0	0	0	0
RN7SL567P	0	0	0	0	0	0
C3orf22	1	1	0	4	0	0
PEG3-AS1	0	0	0	0	0	0
C3orf20	0	2	4	1	1	0
LOC105376419	0	1	0	0	0	0
LOC105376426	2	0	0	0	4	0
LOC105376428	0	0	0	0	0	0
LOC105376429	0	0	0	0	0	0
LOC105376422	0	0	0	0	0	0
RNU6-658P	0	0	0	0	0	0
LOC105376425	0	0	0	0	0	0
LOC105376420	0	1	0	0	0	0
LOC105376421	0	0	0	0	0	0
C3orf38	30	18	27	24	27	11
RN7SL566P	0	0	0	0	0	0
C3orf33	4	10	6	8	3	4
C3orf30	0	0	0	1	0	0
C3orf36	0	0	0	0	0	0
LOC105376409	0	0	0	0	0	0
C1QTNF9B	0	0	0	0	0	0
C3orf35	8	10	5	2	7	6
LOC105376415	0	0	0	0	0	0
LOC105376416	0	0	0	0	0	0
LOC105376418	0	0	0	0	0	0
LOC105376411	0	0	0	0	0	0
LOC105376412	0	0	0	0	0	0
LOC105376413	0	0	0	0	1	0
RNU6-657P	0	0	0	0	0	0
LOC105376410	0	0	0	0	0	0
MIR1289-1	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0
C3orf49	0	0	0	0	0	0
LOC105376448	0	0	0	0	0	0
LOC105376449	0	2	0	0	0	0
LOC105376444	0	0	0	0	0	0
SNORA18	1	1	0	5	1	0
LOC105376445	0	0	0	0	0	0
SNORA19	0	0	0	0	0	0
LOC105376447	0	0	0	0	0	0
RN7SL565P	0	0	0	0	0	0
LOC105376440	0	0	0	0	0	0
LOC105376441	0	0	0	0	0	0
SNORA15	0	0	0	0	0	0
LOC105376442	0	0	0	0	0	0
SNORA12	0	0	0	0	0	0
SNORA13	0	0	0	0	0	0
SNORA10	0	0	0	0	0	0
SNORA11	0	0	0	0	0	0
LOC91450	0	0	0	0	0	0
C3orf52	4	1	0	40	2	10
C3orf58	31	28	40	132	43	36
C3orf56	0	0	0	0	0	0
LOC105376437	0	0	0	0	0	0
LOC105376438	0	0	0	0	0	0
LOC105376433	0	0	0	0	0	0
RNU6-659P	0	0	0	0	0	0
LOC105376434	0	0	0	1	0	0
LOC105376435	0	0	0	0	0	0
LOC105376436	0	6	0	2	0	0
LOC105376430	0	0	0	0	0	0
RN7SL564P	0	0	0	0	0	0
LOC105376431	2	2	1	4	0	2
LOC105376432	0	0	1	2	2	0
RALGAPA1P1	0	0	0	0	1	1
SNORA40	0	0	0	0	0	0
MDC1	0	0	0	0	0	0
LOC101927689	0	0	0	0	0	0
LOC101927686	4	0	3	0	1	0
LOC101927687	0	0	0	0	0	0
SNORA3B	0	0	0	0	0	0
LOC105376617	1	0	2	0	2	3
MIR4666A	0	0	0	0	0	0
LOC101927685	0	0	0	0	0	0
LOC105376619	0	0	0	0	0	0
MIR4666B	0	0	0	0	0	0
LOC101927683	0	0	0	0	1	0
SNORA3A	0	0	0	0	0	0
LOC105376624	0	0	0	2	0	0
KRTAP3-4P	0	0	0	0	0	0
LOC105376625	0	0	0	0	0	0
IL4I1	6	4	6	78	6	85
LOC105376626	0	0	1	1	1	0
LOC105376627	0	0	0	0	0	0
LOC105376620	0	0	0	0	0	0
LOC105376621	0	0	0	0	0	0
LOC105376622	0	0	0	0	0	0
SNORA38	0	0	0	0	0	0
LOC105376623	0	0	0	0	0	0
RN7SL587P	0	0	0	0	0	0
SNORA37	0	0	0	0	0	0
TGIF2P1	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0
RNU6-678P	0	0	0	0	0	0
SNORA32	3	0	0	0	0	0
SNORA33	0	0	0	0	0	0
SNORA30	0	0	0	0	0	0
SNORA31	0	0	0	0	0	0
LOC101927699	0	0	0	1	0	1
LOC101927697	0	0	0	0	0	0
LOC101927691	0	0	0	0	0	0
LOC101927692	0	0	0	0	0	0
SNORA2C	0	0	0	0	0	0
LOC101927690	0	0	0	0	0	0
LOC105376606	0	0	0	0	0	0
SNORA2A	0	0	0	0	0	0
LOC105376607	0	0	0	0	0	0
SNORA2B	0	0	0	0	0	0
LOC101927693	0	0	0	0	0	0
LOC105376609	0	0	0	0	0	0
LOC101927694	0	0	0	0	0	0
LOC105376613	0	0	0	0	0	0
AR	522	705	635	13	620	206
LOC105376615	0	1	0	0	0	0
SNORA29	0	0	0	0	0	0
LOC105376611	0	0	0	0	0	0
SNORA27	0	0	0	0	0	0
SNORA28	0	0	0	0	0	0
RNU6-677P	0	0	0	0	0	0
SNORA25	0	0	0	0	0	0
RN7SL586P	0	0	0	0	0	0
SNORA26	0	0	0	0	0	0
SNORA23	0	0	0	0	0	0
SNORA24	0	0	0	0	0	0
SNORA21	0	0	0	0	0	0
RWDD1P3	0	0	0	0	0	0
SNORA22	0	0	0	0	0	0
CGGBP1	32	38	38	47	47	42
SNORA20	0	0	0	0	0	0
GRID2IP	4	1	2	3	3	2
RWDD1P1	0	0	0	0	0	0
SNORA61	0	0	0	0	0	0
SNORA62	0	0	0	0	0	0
SNORA60	0	0	0	0	0	1
ACTL7A	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0
LOC105376639	0	0	0	0	0	0
SNORA5B	0	0	0	0	0	0
C2	0	0	0	0	0	0
SNORA5C	0	0	0	0	0	0
LOC105376646	0	0	0	0	0	0
C3	117471	153292	249057	47672	137685	55885
DYNC2LI1	49	29	32	77	29	22
LOC105376647	1	0	1	0	0	0
SNORA5A	0	0	0	0	0	0
C5	13805	12594	22664	10092	15696	5780
C6	6422	4247	10893	404	8524	42
LOC105376649	0	0	0	0	0	0
C7	15480	1669	1164	562	4332	93
LOC105376642	0	0	0	0	0	0
C9	6137	1092	19923	137	9483	31
LOC105376644	0	0	0	0	0	0
LOC105376645	0	0	0	0	0	0
SNORA58	0	0	0	0	0	0
LOC105376640	0	0	0	0	0	0
SNORA56	0	0	0	0	0	0
RN7SL585P	0	0	0	0	0	0
LOC105376641	0	0	0	0	0	0
SNORA57	0	0	0	0	0	0
SNORA54	0	0	0	0	0	0
SNORA55	0	0	0	0	0	0
SNORA52	0	0	0	0	0	0
SNORA53	0	0	0	0	0	0
SNORA51	0	0	0	0	0	0
PES1P1	0	0	0	0	0	0
PES1P2	0	0	0	0	0	0
SEMA6A-AS1	3	4	2	2	1	1
CP	16453	15113	35758	1418	17859	2323
LOC105376635	0	0	0	0	0	0
CS	327	828	300	736	317	688
LOC105376636	0	0	0	0	0	0
LOC105376637	0	0	0	0	0	0
LOC105376631	0	0	0	0	0	0
LOC105376632	0	0	0	0	0	0
LOC105376633	0	0	0	0	0	0
SNORA49	0	0	0	0	0	0
LOC105376634	0	0	0	16	0	0
SNORA47	0	0	0	0	0	0
SNORA48	0	0	0	0	0	0
RNU6-679P	0	0	0	0	0	0
RN7SL584P	0	0	0	0	0	0
SNORA46	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0
SNORA41	0	0	0	0	0	0
SNORA84	0	0	0	0	0	0
LRSAM1	129	76	155	176	141	591
SNORA81	0	0	0	0	0	0
QPRT	100	161	132	53	92	447
ECSIT	86	117	87	93	77	296
SNORA7B	0	0	0	0	0	0
SNORA7A	0	0	0	0	0	0
SNORA78	0	0	0	0	0	0
SNORA79	0	0	0	0	0	0
RN7SL583P	0	0	0	0	0	0
SNORA77	0	0	0	0	0	0
RNU6-674P	0	0	0	0	0	0
SNORA75	0	0	0	0	0	0
SNORA72	0	0	0	0	0	0
SNORA70	0	0	0	0	0	0
ACTL6B	0	0	0	0	0	0
ACTL6A	114	112	55	215	91	139
SIRT4	1	1	0	1	1	3
SIRT5	156	173	238	90	155	129
SIRT6	20	39	28	71	13	213
SIRT7	32	94	39	98	27	396
F2	4346	8943	7598	180	6187	3048
F3	186	3	29	43	36	9
SIRT1	161	85	121	98	166	78
BIVM-ERCC5	287	336	315	341	337	103
SIRT2	5	25	7	14	63	38
F5	3484	7881	4661	234	5955	1703
SIRT3	44	45	77	71	53	138
F7	252	403	380	5	325	81
F8	257	65	443	137	562	15
F9	1839	980	2930	29	1759	0
TGIF2LX	0	1	0	6	0	0
OR10AK1P	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0
SNORA69	0	0	0	0	0	0
FLJ22447	0	0	0	22	0	3
SNORA67	0	0	0	0	0	0
SNORA68	0	0	0	0	0	0
SNORA65	0	0	0	0	0	0
RNU6-673P	0	0	0	0	0	0
SNORA66	0	0	0	0	0	0
RN7SL582P	0	0	0	0	0	0
MDFI	6	0	0	10	2	24
SNORA63	0	0	0	0	0	0
LOC107161159	0	0	0	0	0	0
SNORA64	0	0	0	0	0	1
NARSP1	0	0	0	0	0	0
FH	581	1147	1279	455	970	820
NARSP2	0	0	0	0	0	0
ARL14EPL	0	0	0	1	0	0
LOC105376602	1	2	2	2	1	0
LOC105376603	0	0	0	0	0	0
LOC105376604	0	0	0	0	0	0
HLA-DMA	1	0	23	350	0	0
LOC105376605	0	0	0	0	0	0
HLA-DMB	0	0	0	0	1	0
LOC105376600	0	0	0	0	0	0
LOC105376601	0	0	0	0	0	0
SNORA98	0	0	0	0	0	0
GC	29106	16630	45256	1704	35793	5907
SNORA99	0	0	0	0	0	0
RN7SL581P	0	0	0	0	0	0
SNORA94	0	0	0	0	0	0
SNORA95	0	0	0	0	0	0
SNORA92	0	0	0	0	0	0
SNORA93	0	0	0	0	0	0
MDH1	397	784	500	517	426	424
SNORA90	0	0	0	0	0	0
GK	170	270	764	186	390	80
MDH2	425	769	795	492	497	2424
SNORA91	0	0	0	0	0	0
HNRNPUL2-BSCL2	242	239	283	727	314	1095
LOC644838	0	0	0	2	0	0
LPGAT1P1	0	0	0	0	0	0
SNORA89	0	0	0	0	0	0
GGT3P	0	0	0	1	0	0
SNORA87	0	0	0	0	0	0
SNORA88	0	0	0	0	0	0
RNU6-675P	0	0	0	0	0	0
SNORA86	0	0	0	0	0	0
RN7SL580P	0	0	0	0	0	0
RNU6-670P	0	0	0	0	0	0
HP	7396	4336	17661	243	4548	147
HR	3	1	1	26	7	14
HPGDS	7	2	2	0	7	0
PABPC4L	3	9	0	1	1	2
GGT4P	0	0	0	0	0	0
HLA-DOA	0	0	0	0	0	0
HLA-DOB	0	0	0	0	0	0
IK	205	422	367	444	402	727
VPS33A	138	237	135	273	144	173
VPS33B	71	59	60	138	72	168
PIGBOS1	2	0	1	6	0	0
NSMAF	185	179	144	372	182	246
LOC100506804	0	0	2	2	2	0
ECSCR	54	51	17	43	45	11
LOC644893	0	0	0	0	0	0
LOC727681	0	0	0	0	0	0
LOC100506801	1	0	0	1	0	0
RNU6-672P	0	0	0	0	0	0
MDN1	2457	2210	2369	2070	2350	2649
KL	2	0	0	25	0	0
KY	0	0	0	1	3	0
ZC3HC1	71	75	48	103	67	225
SNORA80E	0	0	0	0	0	0
MDM2	521	548	694	301	925	218
HLA-DRA	1573	365	2037	5092	3079	1532
MDM4	265	229	214	334	297	210
SNORA80A	0	0	0	0	0	0
MDM1	56	44	42	108	44	42
SNORA80B	0	0	0	0	0	0
SH2D4A	69	105	67	48	85	59
ZYXP1	0	0	0	0	0	0
SH2D4B	0	0	0	0	0	0
GGT8P	0	0	0	0	0	1
MIR4662A	0	0	0	0	0	0
MIR4662B	0	0	0	0	0	0
WHSC1L2P	0	0	0	0	0	0
MAGOH2P	0	0	0	0	0	0
MB	3	0	0	1	3	6
MDP1	16	6	14	11	17	5
SH2D3A	7	0	1	14	4	11
SH2D3C	53	29	36	104	48	37
VPS37C	12	5	10	52	4	111
VPS37D	2	23	7	7	6	6
VPS37A	141	153	119	111	165	118
VPS37B	14	9	10	53	18	27
IL6RP1	0	0	0	0	0	0
LOC100506811	0	0	0	0	0	0
OSTM1-AS1	0	0	0	0	0	0
RNFT2	6	1	0	60	1	9
COL15A1	75	280	4	274	26	1300
RNFT1	106	245	78	55	175	36
LOC100506844	1	8	3	43	2	1
LOC400347	0	0	0	0	0	0
MAGOH3P	0	0	0	0	0	0
PC	788	723	1440	269	859	855
PABPC1L	168	381	164	290	172	740
LOC100506747	0	0	0	0	0	0
TXNDC11	403	620	433	383	595	371
TXNDC12	175	216	208	281	242	103
TXNDC15	79	102	40	74	69	71
TXNDC16	160	218	74	169	121	22
TXNDC17	32	32	27	32	38	36
LOC100506746	9	0	7	7	7	1
HNRNPCP10	0	0	0	0	0	0
TIMD4	126	0	134	6	229	2
MDS2	2	0	0	0	0	0
LOC100506730	0	0	0	0	0	0
TMEM72-AS1	0	0	0	2	0	4
LOC100506731	0	0	0	0	0	0
RNF11P1	0	0	0	0	0	0
RNF11P2	0	0	0	0	0	0
KIF9-AS1	3	4	2	4	3	1
MST1R	10	2	4	83	3	59
MST1L	169	89	359	109	200	8
OSGEP	117	109	187	203	108	287
SI	0	0	0	0	0	0
TF	63319	129552	134774	1255	82535	23596
TG	14	23	7	8	9	4
TH	0	0	0	0	1	0
CLYBL	128	130	283	50	253	45
HYAL1	110	168	229	15	115	12
HYAL2	23	25	24	89	21	43
HYAL3	5	2	2	6	3	3
MCCD1P2	0	0	0	0	0	0
HYAL4	0	0	0	1	0	0
SSSCA1	11	17	13	43	9	104
MCCD1P1	0	0	0	0	0	0
THUMPD3-AS1	26	26	7	5	30	18
ALS2CL	103	242	70	118	73	478
PLEKHG4B	2	0	10	424	11	95
MIR99AHG	111	48	73	10	134	0
LOC497256	0	1	0	0	0	0
RNY5P10	0	0	0	0	0	0
XG	0	0	0	0	0	0
LOC100506790	0	0	0	0	0	0
TRD-GTC2-1	0	0	0	0	0	0
XK	3	5	0	1	0	5
THEMIS2	37	10	68	124	91	49
GLB1L	33	45	50	100	58	39
TRD-GTC2-6	0	0	0	0	0	0
TRD-GTC2-7	0	0	0	0	0	0
TRD-GTC2-8	0	0	0	0	0	0
TRD-GTC2-9	0	0	0	0	0	0
TRD-GTC2-2	0	0	0	0	0	0
TRD-GTC2-3	0	0	0	0	0	0
TRD-GTC2-4	0	0	0	0	0	0
TRD-GTC2-5	0	0	0	0	0	0
LOC100506797	0	0	0	3	0	0
LOC101927600	39	76	37	0	38	11
TRBV11-1	0	0	0	0	0	0
TRBV11-2	1	0	0	2	0	0
LOC101927604	0	0	0	0	0	0
LOC101927605	0	0	0	0	0	0
LOC101927602	0	0	0	0	0	0
LOC101927603	0	0	0	0	0	0
TRBV11-3	0	0	0	0	0	0
LOC105376587	0	0	0	0	0	3
LOC105376588	0	0	0	0	0	0
LOC105376589	0	0	0	0	0	0
LOC105376583	0	0	0	0	0	2
LOC101927608	0	0	0	0	0	0
LOC105376584	0	0	0	0	0	0
LOC101927609	5	1	6	2	8	1
LOC105376585	0	0	0	0	0	0
LOC101927606	0	0	0	0	0	0
LOC105376586	0	0	0	0	0	0
LOC105376580	0	0	0	1	0	2
PAMR1	85	6	53	43	90	7
RBPMSLP	0	0	0	0	0	0
LOC101927610	0	0	0	0	0	0
LOC101927615	0	0	0	0	0	0
LOC101927616	0	0	0	0	0	0
LOC101927613	3	0	1	1	0	0
LOC105376576	0	0	0	0	0	0
LOC105376577	0	0	0	1	0	0
DKC1	111	166	142	552	159	960
LOC105376578	0	0	0	0	0	0
LOC105376579	0	0	0	1	2	0
LOC105376572	0	0	0	0	0	0
LOC101927619	0	0	0	0	0	0
LOC105376575	1	0	1	5	5	2
LOC105376570	0	0	0	0	0	0
LOC105376571	6	0	0	2	2	0
LOC101927623	0	0	0	0	0	0
LOC101927620	1	0	2	2	0	0
LOC101927627	0	3	0	0	0	0
RPL18P10	0	0	0	0	0	0
RPL18P11	0	0	0	0	0	0
RPL18P12	0	0	0	0	0	0
RPL18P13	0	0	0	0	0	0
HCAR2	0	0	0	0	0	0
HCAR3	0	0	0	0	0	0
TRGC1	0	0	0	0	3	0
HCAR1	0	0	0	0	0	0
TRK-TTT4-1	0	0	0	0	0	0
LOC389465	0	0	0	0	0	0
LOC101927629	0	0	0	0	0	0
TRGC2	13	0	9	6	8	0
LOC101927632	0	0	0	1	0	0
PBX2P1	1	0	0	2	0	1
LOC101927637	0	0	0	0	0	0
LOC101927635	0	0	0	0	1	0
LOC101927636	1	2	1	2	0	0
LOC101927630	27	26	18	90	69	45
LOC105376598	0	0	0	0	0	0
LOC105376599	0	0	0	0	0	0
LOC105376594	0	0	0	0	0	0
IGHV3OR16-6	0	0	0	0	0	0
LOC105376595	0	0	0	0	0	0
IGHV3OR16-7	0	0	0	0	0	0
LOC105376596	0	0	0	0	0	0
LOC389473	0	0	0	0	0	0
IGHV3OR16-8	0	0	0	0	0	0
ACTL10	0	0	0	0	0	0
LOC105376591	1	0	1	2	3	0
LOC105376592	9	1	6	1	8	0
LOC105376593	0	0	0	0	0	0
LOC101927646	0	7	1	0	2	0
LOC101927647	0	0	0	0	0	0
MEA1	36	69	45	151	37	80
LOC101927640	0	0	0	0	0	0
LOC101927641	0	0	0	0	0	0
LOC105376547	1	0	0	1	0	0
LOC105376548	0	0	0	0	0	0
LOC105376544	0	1	0	3	0	0
LOC105376541	0	0	0	0	0	0
LOC105376542	0	0	0	1	0	3
LOC101927653	11	2	0	0	2	0
JKAMPP1	0	0	0	0	0	0
LOC101927657	0	0	0	0	0	0
RN7SL578P	0	0	0	0	0	0
LOC101927651	0	0	0	0	0	0
LOC101927650	0	0	0	0	0	0
LOC105376536	0	0	0	0	0	0
LOC105376539	0	0	0	0	0	0
LOC105376533	0	0	0	0	0	0
LOC105376535	0	0	0	0	2	0
AKR1B1P6	0	0	0	0	0	0
LOC101927666	0	0	0	0	0	0
AKR1B1P7	0	0	0	0	0	0
LOC101927664	0	0	0	0	0	0
AKR1B1P4	0	0	0	0	0	0
AKR1B1P5	0	0	0	0	0	0
LOC150776	60	63	92	265	115	360
AKR1B1P2	0	0	0	0	0	0
AKR1B1P3	0	0	0	0	0	0
IGHV1OR16-1	0	0	0	0	0	0
LOC101927668	0	0	0	0	1	0
AKR1B1P1	0	0	0	0	0	0
RN7SL577P	0	0	0	0	0	0
LOC101927661	0	0	0	0	0	0
LOC105376569	0	0	0	0	0	0
LOC105376567	0	0	0	0	0	0
LOC105376568	0	0	0	0	0	0
LOC105376561	0	0	0	0	0	0
LOC105376562	0	0	0	0	0	0
LOC101927673	1	2	0	6	0	0
LOC105376558	0	0	0	0	0	0
LOC105376554	1	0	0	0	0	0
LOC105376556	0	0	0	0	0	0
LOC105376557	0	0	0	0	0	0
LOC105376550	0	0	0	0	0	0
OR7K1P	0	0	0	0	0	0
LOC105376553	0	0	0	1	0	0
AKR1B1P8	0	0	0	0	0	0
MIR6086	0	0	0	0	0	0
MIR6087	0	0	0	0	0	0
MIR6084	0	0	0	0	0	0
LOC644906	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0
MIR6082	0	0	0	0	0	0
MIR6083	0	0	0	0	0	0
LOC149844	0	0	0	0	0	0
LOC644909	1	0	0	0	0	2
MIR6080	0	0	0	0	0	0
MIR6081	0	0	0	0	0	0
LOC105376738	0	0	0	0	0	0
ABCA12	0	0	0	0	0	0
LOC105376739	0	0	0	0	0	0
ABCA13	35	9	105	0	30	0
LOC105376745	0	0	0	0	0	0
GSTM5P1	0	0	0	0	0	0
LOC105376747	0	0	0	0	0	0
LOC105376748	1	0	1	6	1	0
LOC105376744	7	6	4	1	8	2
ADNP2	9	1	7	22	13	26
SNORA73A	0	0	0	1	0	1
LOC105376740	0	0	0	0	0	0
SNORA73B	0	0	0	0	0	0
MIR6088	0	0	0	0	0	0
MIR6089	0	0	0	0	0	0
MIR6075	0	0	0	0	0	0
MIR6076	0	0	0	0	0	0
MED1	146	166	150	395	151	251
MIR6073	0	0	0	0	0	0
MECR	56	66	45	102	44	86
MIR6074	0	0	0	0	0	0
MIR6071	0	0	0	0	0	0
MIR6072	0	0	0	0	0	0
MIR6070	0	0	0	0	0	0
MED8	57	89	54	119	73	105
MED9	5	6	8	19	4	38
MED4	118	154	109	118	134	68
DKK1	0	1	0	3	0	4
MED6	90	105	69	55	91	45
DKK2	0	0	0	7	0	0
MED7	4	1	2	8	0	0
DKK3	88	22	14	187	39	66
DKK4	0	19	1	0	0	6
LOC105376735	0	0	0	0	0	0
LOC105376736	0	0	0	3	0	0
ABCA10	809	512	369	25	579	10
LOC105376737	0	0	0	0	0	0
LOC105376730	0	0	0	0	0	0
LOC105376731	0	0	0	0	0	0
LOC105376733	0	0	0	0	0	0
RN7SL598P	0	0	0	0	0	0
SNORA74A	0	0	0	0	0	0
SNORA74B	0	0	0	0	0	0
RNU6-689P	0	0	0	0	0	0
MIR6079	0	0	0	0	0	0
MIR6077	0	0	0	0	0	0
GPLD1	662	1964	1258	46	615	37
MIR6078	0	0	0	0	0	0
OSER1	33	63	17	33	29	37
MEG3	65	7	38	93	57	64
VPS26A	193	280	155	157	267	107
VPS26B	164	232	168	224	173	92
MEFV	14	1	19	32	6	8
MEG8	5	1	6	9	7	0
SNORD111B	0	0	0	0	0	0
MEG9	0	0	0	0	0	0
LOC644924	0	0	0	0	0	0
LOC105376767	0	0	0	0	0	0
LOC105376760	0	0	0	0	0	0
RN7SL597P	0	0	0	0	0	0
LOC105376762	0	0	0	0	0	0
MIR6068	0	0	0	0	0	0
MIR6069	0	0	0	0	0	0
LOC644919	0	2	0	9	1	0
LOC105376749	0	0	0	0	0	0
LOC105376756	0	0	0	0	0	0
LOC105376758	0	0	0	0	0	0
LOC105376759	0	0	0	0	0	0
LOC105376752	0	0	1	1	4	1
LOC105376753	0	0	0	0	0	0
LOC105376754	0	0	0	0	0	0
LOC105376755	0	0	0	0	0	0
LOC105376751	0	0	0	0	0	0
FRMPD2B	0	0	4	0	5	7
LOC390308	0	0	0	0	0	0
MEI1	35	1	7	34	12	8
MEI4	1	0	0	0	7	1
LOC341378	0	0	0	0	0	0
LOC105376704	1	4	6	3	1	4
RNU6-686P	0	0	0	0	0	0
LOC390306	0	0	0	0	0	0
ZC3H10	2	0	0	5	1	8
LOC644936	0	0	0	0	0	0
SNORA70D	0	0	0	0	0	0
SNORA70E	0	0	0	0	0	0
GCFC2	182	292	237	184	348	84
SNORA70F	0	0	0	0	0	0
SNORA70G	0	0	0	0	0	0
LOC389332	0	0	0	0	0	0
RN7SL594P	0	0	0	0	0	0
LOC390314	0	0	0	0	0	0
SNORA70B	0	0	0	0	0	0
SNORA70C	0	0	0	0	0	0
RNU6-685P	0	0	0	0	0	0
LOC105376717	0	0	0	0	0	0
LOC105376718	0	0	0	0	1	0
SNORA71E	0	0	0	0	0	0
UBE3AP1	0	0	0	0	0	0
LOC105376724	0	0	0	0	0	0
LOC105376725	0	0	0	0	0	0
LIMD1-AS1	2	0	0	0	0	0
LOC105376722	0	0	0	0	0	1
MIR3687-1	0	0	0	0	0	0
MIR3687-2	0	0	0	0	0	0
SNORA71A	0	0	0	0	0	0
SNORA71B	0	0	0	0	0	0
SNORA71C	0	0	0	0	0	0
UBE3AP2	0	0	0	0	0	0
SNORA71D	0	0	0	0	0	0
LOC105376709	0	0	0	0	0	0
MIR6090	0	0	0	0	0	0
LOC105376707	0	0	0	0	0	0
LOC105376712	0	0	0	0	0	0
LOC105376713	0	0	0	0	0	0
LOC105376714	0	0	0	0	0	0
LOC105376710	1	0	0	0	0	0
MSRB2	95	113	74	133	69	78
RNU6-687P	0	0	0	0	0	0
MSRB3	17	6	4	82	10	19
RN7SL592P	0	0	0	0	0	0
MSRB1	59	148	97	56	51	181
RNU6-682P	0	0	0	0	0	0
COL16A1	213	51	21	1804	95	671
OR7E84P	0	0	0	0	0	0
BRCAT107	0	0	0	0	0	0
VSTM2A-OT1	0	0	0	0	0	0
RN7SL591P	0	0	0	0	0	0
MEN1	55	53	62	136	58	229
RNF43	40	62	26	254	21	27
RNF44	51	41	42	115	41	636
RNU6-681P	1	0	0	0	0	0
OR7E83P	0	0	0	0	0	0
RNF40	292	412	332	951	320	1855
RNF41	63	50	52	193	78	96
MELK	6	18	16	276	5	26
OR7E86P	0	0	0	0	0	0
OARD1	43	39	51	32	61	19
RNU6-684P	0	0	0	0	0	0
PKNOX2-AS1	0	0	0	0	0	0
OR7E85P	0	0	0	0	0	0
CYP3A54P	0	0	0	0	0	0
PALB2	42	36	25	90	47	39
FOLR1P1	0	0	0	0	0	0
RNF10	518	909	744	1032	668	1118
RNF11	95	70	91	193	71	85
RNF13	531	651	543	362	802	105
RNF14	250	347	194	144	182	270
TREM2	4	3	0	34	1	164
DNM1P5	0	0	0	0	0	0
TREM1	1	0	3	6	2	31
DNM1P9	0	0	0	0	0	0
LOC100291628	0	0	0	0	0	0
FKBP9P1	0	0	0	1	0	0
RNF17	0	58	0	0	0	0
LOC100506700	0	0	0	0	0	0
OR7E89P	0	0	0	0	0	0
OR7E87P	0	0	0	0	0	0
LOC654342	1	1	2	6	0	1
MEPE	0	0	0	0	0	0
RANGAP1	200	699	288	654	286	2962
IL3RA	1	1	1	0	2	0
LOC400212	0	0	0	4	0	0
LOC654338	0	0	0	0	0	0
SSX2IP	85	106	123	237	97	152
RNU6-680P	0	0	0	0	0	0
RNF31	253	524	259	705	240	1070
SMARCD1	132	166	122	502	167	275
RNF32	3	2	1	8	2	3
SMARCD2	213	322	207	289	217	563
RNF34	72	32	38	142	32	83
SMARCD3	50	9	14	172	26	180
LOC100506725	2	0	0	1	0	0
RNF38	136	58	95	381	129	64
ITLN1	19	1	28	0	17	1
ITLN2	3	0	3	0	0	0
RNF39	0	0	0	0	0	0
MEST	221	175	182	628	187	81
RNF20	207	287	249	709	247	533
LOC100506718	3	0	0	2	0	0
SMARCE1	159	178	196	489	255	273
ILF3-AS1	0	0	1	2	0	1
RNF24	2	3	0	20	4	4
RNF25	48	57	41	96	39	39
RNF26	0	0	0	0	0	0
C2orf69P5	0	0	0	0	0	0
C2orf69P3	0	0	0	0	0	0
C2orf69P4	0	0	0	0	0	0
PNRC1	133	127	103	180	141	377
C2orf69P1	0	0	0	0	0	0
PNRC2	135	91	151	306	150	142
